receipt_id,item_id,barcode,userFlaggedBarcode,finalPrice,itemPrice,quantityPurchased
5ff1e1ee0a720f0523000578,71,4011,4011,27.00,27.00,4.0
5ff371030a7214ada10005a5,72,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,73,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,74,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,75,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,76,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,77,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,78,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,79,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,80,087684001127,,1,1,1.0
5ff371030a7214ada10005a5,81,087684001127,,1,1,1.0
5ff36dcc0a720f05230005b1,82,071040063102,,0.99,0.99,1.0
5ff36c750a7214ada100058f,83,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,84,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,85,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,86,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,87,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,88,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,89,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,90,029000079236,,9.99,9.99,1.0
5ff36c750a7214ada100058f,91,029000079236,,9.99,9.99,1.0
5ff36d860a720f05230005a7,92,041129002292,,1,1,1.0
5ff36d9f0a720f05230005ab,93,043000946060,,1,1,1.0
5ff36adb0a720f0523000590,94,044700009888,,9.99,9.99,1.0
5ff36adb0a720f0523000590,95,044700009888,,9.99,9.99,1.0
5ff36adb0a720f0523000590,96,044700009888,,9.99,9.99,1.0
5ff36adb0a720f0523000590,97,044700009888,,9.99,9.99,1.0
5ff36adb0a720f0523000590,98,044700009888,,9.99,9.99,1.0
5ff36da00a7214ada100059b,99,021000012961,,1,1,1.0
5ff36dc40a7214ada100059f,100,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,101,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,102,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,103,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,104,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,105,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,106,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,107,021000678358,,9.99,9.99,1.0
5ff36dc40a7214ada100059f,108,021000678358,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,109,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,110,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,111,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,112,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,113,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,114,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,115,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,116,044700033302,,9.99,9.99,1.0
5ff3710b0a7214ada10005a7,117,044700033302,,9.99,9.99,1.0
5ff36d780a7214ada1000593,118,021000059232,,10,10,1.0
5ff371410a7214ada10005ba,119,043000004944,,1,1,1.0
5ff36c8b0a720f05230005a1,120,759283400082,,1,1,1.0
5ff36c550a7214ada1000588,121,025800000135,,5,5,1.0
5ff36c550a7214ada1000588,122,025800000135,,5,5,1.0
5ff36c550a7214ada1000588,123,025800000135,,5,5,1.0
5ff36c550a7214ada1000588,124,025800000135,,5,5,1.0
5ff36c550a7214ada1000588,125,025800000135,,5,5,1.0
5ff36acb0a720f052300058d,126,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,127,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,128,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,129,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,130,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,131,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,132,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,133,043000043486,,9.99,9.99,1.0
5ff36acb0a720f052300058d,134,043000043486,,9.99,9.99,1.0
5ff371450a7214ada10005bd,135,029000024748,,9.99,9.99,1.0
5ff371450a7214ada10005bd,136,029000024748,,9.99,9.99,1.0
5ff371450a7214ada10005bd,137,029000024748,,9.99,9.99,1.0
5ff371450a7214ada10005bd,138,029000024748,,9.99,9.99,1.0
5ff371450a7214ada10005bd,139,029000024748,,9.99,9.99,1.0
5ff36d9d0a720f05230005aa,140,044700002810,,5,5,1.0
5ff36d9d0a720f05230005aa,141,044700002810,,5,5,1.0
5ff36d9d0a720f05230005aa,142,044700002810,,5,5,1.0
5ff36d9d0a720f05230005aa,143,044700002810,,5,5,1.0
5ff36d9d0a720f05230005aa,144,044700002810,,5,5,1.0
5ff36c590a7214ada1000589,145,043000079904,,5,5,1.0
5ff36c590a7214ada1000589,146,043000079904,,5,5,1.0
5ff36c590a7214ada1000589,147,043000079904,,5,5,1.0
5ff36c590a7214ada1000589,148,043000079904,,5,5,1.0
5ff36c590a7214ada1000589,149,043000079904,,5,5,1.0
5ff29be20a7214ada1000571,150,044000000745,,1.00,1.00,1.0
5ff3416f0a7214ada1000576,151,,,28.57,28.57,1.0
5ff36c6d0a720f0523000597,152,046704085905,,4.55,4.55,1.0
5ff36c6d0a720f0523000597,153,046704085905,,4.55,4.55,1.0
5ff36c6d0a720f0523000597,154,046704085905,,4.55,4.55,1.0
5ff36c6d0a720f0523000597,155,046704085905,,4.55,4.55,1.0
5ff36a830a7214ada100057b,156,021000057832,,1,1,1.0
5ff36c570a720f0523000593,157,021000002917,,10,10,1.0
5ff3713c0a7214ada10005b6,158,044700019917,,10,10,1.0
5ff371130a7214ada10005aa,159,043000035818,,0.99,0.99,1.0
5ff370f00a7214ada10005a3,160,070085046583,,9.99,9.99,1.0
5ff370f00a7214ada10005a3,161,070085046583,,9.99,9.99,1.0
5ff370f00a7214ada10005a3,162,070085046583,,9.99,9.99,1.0
5ff370f00a7214ada10005a3,163,070085046583,,9.99,9.99,1.0
5ff370f00a7214ada10005a3,164,070085046583,,9.99,9.99,1.0
5ff371240a7214ada10005b3,165,044700073377,,1,1,1.0
5ff36c8d0a7214ada1000591,166,021000055920,,1,1,1.0
5ff36ad40a7214ada1000585,167,021000051885,,0.99,0.99,1.0
5ff36dcb0a7214ada10005a0,168,071040063102,,9.99,9.99,1.0
5ff3416d0a7214ada1000575,169,,,28.57,28.57,1.0
5ff4ce430a7214ada10005d8,170,4011,4011,25.00,25.00,4.0
5ff4ce400a7214ada10005d5,171,4011,4011,27.00,27.00,5.0
5ff4a4ca0a7214ada10005d0,172,,,22.97,22.97,1.0
5ff4a4ca0a7214ada10005d0,173,,,11.99,11.99,1.0
5ff473de0a720f05230005bd,174,022174070214,,1,1,1.0
5ff4ce8c0a7214ada10005e6,175,079400066619,079400066619,1,1,1.0
5ff4ce3d0a7214ada10005d3,176,4011,4011,29.00,29.00,2.0
5ff473b40a7214ada10005c5,177,043000012871,,1,1,1.0
5ff473f30a720f05230005c0,178,043000077467,,10,10,1.0
5ff4ce3a0a7214ada10005d2,179,4011,4011,21.00,21.00,2.0
5ff473a90a7214ada10005c2,180,043000008836,,5,5,1.0
5ff473a90a7214ada10005c2,181,043000008836,,5,5,1.0
5ff473a90a7214ada10005c2,182,043000008836,,5,5,1.0
5ff473a90a7214ada10005c2,183,043000008836,,5,5,1.0
5ff473a90a7214ada10005c2,184,043000008836,,5,5,1.0
5ff473b10a7214ada10005c4,185,021000068364,,9.99,9.99,1.0
5ff473b10a7214ada10005c4,186,021000068364,,9.99,9.99,1.0
5ff473b10a7214ada10005c4,187,021000068364,,9.99,9.99,1.0
5ff473b10a7214ada10005c4,188,021000068364,,9.99,9.99,1.0
5ff473b10a7214ada10005c4,189,021000068364,,9.99,9.99,1.0
5ff4ce550a7214ada10005db,190,4011,,1,1,1.0
5ff4ce550a7214ada10005db,191,1234,1234,,,
5ff4ce430a720f05230005c9,192,4011,4011,29.00,29.00,1.0
5ff473d40a7214ada10005c9,193,021000013869,,9.99,9.99,1.0
5ff4ce690a7214ada10005e2,194,075925306254,,1,1,1.0
5ff4ce690a7214ada10005e2,195,075925306254,075925306254,10.00,10.00,2.0
5ff4ce690a7214ada10005e2,196,034100573065,034100573065,1.00,1.00,1.0
5ff4ce690a7214ada10005e2,197,034100573065,034100573065,1.00,1.00,1.0
5ff4ce690a7214ada10005e2,198,,034100573065,,,
5ff473f60a7214ada10005ce,199,044700030479,,9.99,9.99,1.0
5ff473f60a7214ada10005ce,200,044700030479,,9.99,9.99,1.0
5ff473f60a7214ada10005ce,201,044700030479,,9.99,9.99,1.0
5ff473f60a7214ada10005ce,202,044700030479,,9.99,9.99,1.0
5ff473f60a7214ada10005ce,203,044700030479,,9.99,9.99,1.0
5ff473cf0a7214ada10005c8,204,041258081601,,9.99,9.99,1.0
5fa5ad370a720f05ef000089,205,075925306254,,1,1,1.0
5fa5ad370a720f05ef000089,206,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,207,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,208,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,209,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,210,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,211,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,212,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,213,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,214,034100573065,034100573065,29.00,29.00,1.0
5fa5ad370a720f05ef000089,215,034100573065,034100573065,29.00,29.00,1.0
5ff4ce650a7214ada10005e1,216,075925306254,,1,1,1.0
5ff4ce650a7214ada10005e1,217,,034100573065,,,
5ff4ce650a7214ada10005e1,218,,034100573065,,,
5ff4ce650a7214ada10005e1,219,,034100573065,,,
5ff4ce650a7214ada10005e1,220,,034100573065,,,
5ff4ce650a7214ada10005e1,221,,034100573065,,,
5ff4ce650a7214ada10005e1,222,,034100573065,,,
5ff4ce650a7214ada10005e1,223,,034100573065,,,
5ff4ce650a7214ada10005e1,224,,034100573065,,,
5ff4ce650a7214ada10005e1,225,,034100573065,,,
5ff4ce650a7214ada10005e1,226,,034100573065,,,
5ff473e40a7214ada10005cc,227,043000075821,,1,1,1.0
5ff4ce3c0a720f05230005c4,228,,4011,,,
5ff4ce3c0a720f05230005c4,229,,034100573065,,,
5ff473d00a720f05230005bb,230,041258081601,,0.99,0.99,1.0
5ff473b20a720f05230005b7,231,021000667543,,9.99,9.99,1.0
5ff473b20a720f05230005b7,232,021000667543,,9.99,9.99,1.0
5ff473b20a720f05230005b7,233,021000667543,,9.99,9.99,1.0
5ff473b20a720f05230005b7,234,021000667543,,9.99,9.99,1.0
5ff473b20a720f05230005b7,235,021000667543,,9.99,9.99,1.0
5ff473ad0a7214ada10005c3,236,013120013966,,1,1,1.0
5ff4ce640a7214ada10005e0,237,4011,,1,1,1.0
5ff4ce3f0a720f05230005c6,238,4011,4011,29.00,29.00,2.0
5ff4ce4e0a7214ada10005da,239,4011,,1,1,1.0
5ff4ce4e0a7214ada10005da,240,1234,1234,,,
5ff473bc0a720f05230005b8,241,021000068760,,4.55,4.55,1.0
5ff473bc0a720f05230005b8,242,021000068760,,4.55,4.55,1.0
5ff473bc0a720f05230005b8,243,021000068760,,4.55,4.55,1.0
5ff473bc0a720f05230005b8,244,021000068760,,4.55,4.55,1.0
5ff4a80e0a720f05230005c2,245,,,22.97,22.97,1.0
5ff4a80e0a720f05230005c2,246,,,11.99,11.99,1.0
5ff5d1da0a7214ada10005f8,247,070277290107,,1,1,1.0
5ff5d1d40a7214ada10005f4,248,041129088005,,5,5,1.0
5ff5d1d40a7214ada10005f4,249,041129088005,,5,5,1.0
5ff5d1d40a7214ada10005f4,250,041129088005,,5,5,1.0
5ff5d1d40a7214ada10005f4,251,041129088005,,5,5,1.0
5ff5d1d40a7214ada10005f4,252,041129088005,,5,5,1.0
5ff5d1a00a7214ada10005ed,253,013000993906,,1,1,1.0
5ff5d1e20a720f05230005da,254,043000065198,,1,1,1.0
5ff5d1e10a720f05230005d9,255,021000050765,,9.99,9.99,1.0
5ff5d1e10a720f05230005d9,256,021000050765,,9.99,9.99,1.0
5ff5d1e10a720f05230005d9,257,021000050765,,9.99,9.99,1.0
5ff5d1e10a720f05230005d9,258,021000050765,,9.99,9.99,1.0
5ff5d1e10a720f05230005d9,259,021000050765,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,260,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,261,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,262,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,263,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,264,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,265,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,266,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,267,021000032778,,9.99,9.99,1.0
5ff5d1fd0a720f05230005de,268,021000032778,,9.99,9.99,1.0
5ff5d1d80a7214ada10005f6,269,043000046814,,5,5,1.0
5ff5d1d80a7214ada10005f6,270,043000046814,,5,5,1.0
5ff5d1d80a7214ada10005f6,271,043000046814,,5,5,1.0
5ff5d1d80a7214ada10005f6,272,043000046814,,5,5,1.0
5ff5d1d80a7214ada10005f6,273,043000046814,,5,5,1.0
5ff5d19d0a7214ada10005ec,274,686924560242,,1,1,1.0
5ff5d1f20a720f05230005db,275,021000051113,,4.55,4.55,1.0
5ff5d1f20a720f05230005db,276,021000051113,,4.55,4.55,1.0
5ff5d1f20a720f05230005db,277,021000051113,,4.55,4.55,1.0
5ff5d1f20a720f05230005db,278,021000051113,,4.55,4.55,1.0
5ff5d1dc0a720f05230005d6,279,021000070787,,1,1,1.0
5ff5d1dd0a720f05230005d7,280,043000058145,,9.99,9.99,1.0
5ff5d1dd0a720f05230005d7,281,043000058145,,9.99,9.99,1.0
5ff5d1dd0a720f05230005d7,282,043000058145,,9.99,9.99,1.0
5ff5d1dd0a720f05230005d7,283,043000058145,,9.99,9.99,1.0
5ff5d1dd0a720f05230005d7,284,043000058145,,9.99,9.99,1.0
5ff5d1a30a7214ada10005ef,285,044700074602,,1,1,1.0
5ff5d20c0a720f05230005e3,286,021000007561,,4.66,4.66,4.0
5ff5d1fa0a720f05230005dd,287,043000013229,,4.66,4.66,4.0
5ff5d1d80a7214ada10005f7,288,043000000960,,5,5,1.0
5ff5d1d80a7214ada10005f7,289,043000000960,,5,5,1.0
5ff5d1d80a7214ada10005f7,290,043000000960,,5,5,1.0
5ff5d1d80a7214ada10005f7,291,043000000960,,5,5,1.0
5ff5d1d80a7214ada10005f7,292,043000000960,,5,5,1.0
5ff5d1f40a720f05230005dc,293,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,294,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,295,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,296,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,297,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,298,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,299,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,300,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,301,013000657600,,1,1,1.0
5ff5d1f40a720f05230005dc,302,013000657600,,1,1,1.0
5ff5d2060a720f05230005e0,303,017696004519,,9.99,9.99,1.0
5ff618e30a7214ada10005fa,304,,,13.48,13.48,2.0
5ff618e30a7214ada10005fa,305,,,17.94,17.94,6.0
5ff618e30a7214ada10005fa,306,012000809941,,1.96,1.96,2.0
5ff618e30a7214ada10005fa,307,,,7.53,7.53,3.0
5ff618e30a7214ada10005fa,308,028400642033,,6.90,6.90,2.0
5ff618e30a7214ada10005fa,309,036000391718,,4.31,4.31,1.0
5ff5d2060a720f05230005e1,310,017696004519,,0.99,0.99,1.0
5ff5d1df0a720f05230005d8,311,044700092408,,9.99,9.99,1.0
5ff5d1df0a720f05230005d8,312,044700092408,,9.99,9.99,1.0
5ff5d1df0a720f05230005d8,313,044700092408,,9.99,9.99,1.0
5ff5d1df0a720f05230005d8,314,044700092408,,9.99,9.99,1.0
5ff5d1df0a720f05230005d8,315,044700092408,,9.99,9.99,1.0
5ff5d1990a7214ada10005ea,316,022174070214,,1,1,1.0
5ff5d1d00a7214ada10005f2,317,043000023440,,10,10,1.0
5ff5d1d60a7214ada10005f5,318,029000016187,,10,10,1.0
5ff5d1940a7214ada10005e9,319,022174070214,,1,1,1.0
5ff5d2030a720f05230005df,320,021000001361,,9.99,9.99,1.0
5ff5d1a10a7214ada10005ee,321,029000020344,,1,1,1.0
5ff5d19c0a7214ada10005eb,322,043000009604,,1,1,1.0
5ff5d1cb0a7214ada10005f0,323,021000024834,,9.99,9.99,1.0
5ff5d1cb0a7214ada10005f0,324,021000024834,,9.99,9.99,1.0
5ff5d1cb0a7214ada10005f0,325,021000024834,,9.99,9.99,1.0
5ff5d1cb0a7214ada10005f0,326,021000024834,,9.99,9.99,1.0
5ff5d1cb0a7214ada10005f0,327,021000024834,,9.99,9.99,1.0
5ff5d20b0a720f05230005e2,328,071159020195,,9.99,9.99,1.0
5ff73be50a720f0523000608,329,4011,4011,29.00,29.00,6.0
5ff7946f0a720f052300063c,330,4011,4011,23.00,23.00,3.0
5ff726910a720f05230005f1,331,4011,4011,25.00,25.00,4.0
5ff774200a7214ada1000638,332,,,3.09,3.09,1.0
5ff774200a7214ada1000638,333,,,3.09,3.09,1.0
5ff74fd10a720f0523000619,334,043000204399,,1,1,1.0
5ff73bdb0a720f0523000605,335,021908236865,,10.00,10.00,1.0
5ff794940a720f0523000640,336,4011,4011,23.00,23.00,3.0
5ff794020a720f0523000635,337,4011,,1,1,1.0
5ff73beb0a7214ada100061c,338,4011,4011,22.00,22.00,4.0
5ff794bf0a7214ada1000650,339,4011,,1,1,1.0
5ff74faf0a720f0523000613,340,043000060544,,4.55,4.55,1.0
5ff74faf0a720f0523000613,341,043000060544,,4.55,4.55,1.0
5ff74faf0a720f0523000613,342,043000060544,,4.55,4.55,1.0
5ff74faf0a720f0523000613,343,043000060544,,4.55,4.55,1.0
5ff7945a0a7214ada1000646,344,4011,4011,27.00,27.00,4.0
5ff74ffe0a720f0523000621,345,021000034574,,9.99,9.99,1.0
5ff74ffe0a720f0523000621,346,021000034574,,9.99,9.99,1.0
5ff74ffe0a720f0523000621,347,021000034574,,9.99,9.99,1.0
5ff74ffe0a720f0523000621,348,021000034574,,9.99,9.99,1.0
5ff74ffe0a720f0523000621,349,021000034574,,9.99,9.99,1.0
5ff726790a7214ada1000602,350,4011,,1,1,1.0
5ff726790a7214ada1000602,351,1234,1234,,,
5ff750050a7214ada1000633,352,043000057162,,10,10,1.0
5ff74ffb0a720f0523000620,353,044700096284,,1,1,1.0
5ff74ff50a720f052300061e,354,686924155783,,1,1,1.0
5ff794640a720f052300063b,355,4011,4011,21.00,21.00,2.0
5ff726810a720f05230005ea,356,4011,,1,1,1.0
5ff726810a720f05230005ea,357,1234,1234,2.56,2.56,3.0
5ff73be10a7214ada1000619,358,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,359,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,360,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,361,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,362,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,363,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,364,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,365,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,366,034100573065,,29,29,1.0
5ff73be10a7214ada1000619,367,034100573065,,29,29,1.0
5ff73bae0a720f0523000600,368,4011,,1,1,1.0
5ff73bae0a720f0523000600,369,1234,1234,,,
5ff73be90a720f052300060a,370,,4011,,,
5ff73be90a720f052300060a,371,,034100573065,,,
5ff7265a0a7214ada10005fb,372,079400066619,079400066619,1,1,1.0
5ff7942e0a720f0523000637,373,4011,,1,1,1.0
5ff7942e0a720f0523000637,374,1234,1234,,,
5ff794600a7214ada1000647,375,,4011,,,
5ff794600a7214ada1000647,376,,034100573065,,,
5ff726a40a720f05230005fa,377,075925306254,,1,1,1.0
5ff726a40a720f05230005fa,378,075925306254,075925306254,10.00,10.00,2.0
5ff726a40a720f05230005fa,379,034100573065,034100573065,1.00,1.00,1.0
5ff726a40a720f05230005fa,380,034100573065,034100573065,1.00,1.00,1.0
5ff726a40a720f05230005fa,381,,034100573065,,,
5ff794130a7214ada1000640,382,4011,,1,1,1.0
5ff794130a7214ada1000640,383,1234,1234,,,
5ff726640a720f05230005e6,384,013562300631,,50.00,50.00,5.0
5ff793dd0a720f0523000633,385,075925306254,,1,1,1.0
5ff793dd0a720f0523000633,386,075925306254,075925306254,10.00,10.00,2.0
5ff793dd0a720f0523000633,387,034100573065,034100573065,1.00,1.00,1.0
5ff793dd0a720f0523000633,388,,034100573065,,,
5ff8da4e0a720f05c5000012,389,4011,4011,3.25,3.25,1.0
5ff873de0a720f0523000648,390,4011,4011,23.00,23.00,4.0
5ff8740c0a720f0523000659,391,016000156234,,10.00,10.00,1.0
5ff8da4c0a720f05c5000011,392,4011,,1,1,1.0
5ff8da860a720f05c5000022,393,4011,,1,1,1.0
5ff8da860a720f05c5000022,394,028400642255,028400642255,10.00,10.00,1.0
5ff8da7c0a7214adca000020,395,4011,4011,27.00,27.00,4.0
5ff8da650a7214adca00001e,396,075925306254,,1,1,1.0
5ff8da650a7214adca00001e,397,075925306254,075925306254,10.00,10.00,2.0
5ff8da650a7214adca00001e,398,034100573065,034100573065,1.00,1.00,1.0
5ff8da650a7214adca00001e,399,034100573065,034100573065,1.00,1.00,1.0
5ff8da650a7214adca00001e,400,,034100573065,,,
5ff8da540a7214adca000017,401,4011,,1,1,1.0
5ff8da540a7214adca000017,402,1234,1234,,,
5ff873f10a720f052300064f,403,034100573065,,29,29,1.0
5ff873f10a720f052300064f,404,034100573065,,29,29,1.0
5ff873f10a720f052300064f,405,034100573065,,29,29,1.0
5ff873f10a720f052300064f,406,034100573065,,29,29,1.0
5ff873f10a720f052300064f,407,034100573065,,29,29,1.0
5ff873f10a720f052300064f,408,034100573065,,29,29,1.0
5ff873f10a720f052300064f,409,034100573065,,29,29,1.0
5ff873f10a720f052300064f,410,034100573065,,29,29,1.0
5ff873f10a720f052300064f,411,034100573065,,29,29,1.0
5ff873f10a720f052300064f,412,034100573065,,29,29,1.0
5ff874170a7214ada100065f,413,016000156234,,10.00,10.00,1.0
